City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,shahrak,34.1074,64.3052,10.68,27,3,0.2,AF,1684449010
365,gebeit,21.0667,36.3167,26.71,20,0,1.64,SD,1684449010
366,den helder,52.9599,4.7593,10.54,78,94,6.71,NL,1684448880
367,kaspiyskiy,45.3929,47.3707,18.94,57,24,3.09,RU,1684449010
368,aasiaat,68.7098,-52.8699,-0.82,91,57,4.12,GL,1684449010
369,tibiri,13.5627,7.0485,31.72,41,98,5.59,NE,1684449011
370,bontang,0.1333,117.5,24.23,95,100,4.07,ID,1684449011
371,cartagena,10.3997,-75.5144,32.79,62,20,5.14,CO,1684449001
372,sinop,41.7711,34.8709,10.13,90,40,1.08,TR,1684449011
373,pitimbu,-7.4706,-34.8086,26.33,76,51,4.84,BR,1684449012
374,gadzhiyevo,69.2551,33.3362,1.13,78,64,2.66,RU,1684449012
375,ankang,32.68,109.0172,17.67,87,33,0.38,CN,1684448997
376,san luis de la loma,17.2706,-100.8939,30.63,62,37,4.61,MX,1684449012
377,beira,-19.8436,34.8389,22.34,90,12,3.14,MZ,1684449012
378,west plains,36.7281,-91.8524,27.03,60,20,1.34,US,1684448935
379,noosa heads,-26.3833,153.15,16.17,57,0,3.24,AU,1684448715
380,ierapetra,35.01,25.7353,19.52,58,1,2.24,GR,1684448737
381,tadine,-21.55,167.8833,23.09,66,100,7.48,NC,1684448776
382,julio de castilhos,-29.2269,-53.6817,15.91,74,3,0.81,BR,1684449013
383,kolokani,13.5728,-8.0339,34.36,33,78,2.15,ML,1684449013
384,tuytepa,41.0321,69.3625,18.19,45,93,2.77,UZ,1684449014
385,kabo,7.6994,18.629,26.61,61,83,1.63,CF,1684449014
386,biltine,14.5333,20.9167,34.05,24,87,2.11,TD,1684449014
387,brokopondo,4.75,-55.1667,25.59,89,87,3.81,SR,1684449015
388,beledweyne,4.7358,45.2036,27.37,68,15,5.7,SO,1684449015
389,hays,30.0502,-98.0336,31.65,54,66,2.68,US,1684449015
390,laascaanood,8.4774,47.3597,27.33,50,15,9.43,SO,1684449016
391,bakchar,57.0186,82.0711,3.12,68,27,1.44,RU,1684449016
392,rabo de peixe,37.8,-25.5833,16.73,88,75,3.6,PT,1684449016
393,suzhou,31.3114,120.6181,18.33,81,89,2.17,CN,1684449016
394,rohatyn,49.409,24.6093,8.97,97,100,2.28,UA,1684449017
395,urangan,-25.3,152.9,17.24,50,0,3.83,AU,1684449017
396,dryden,49.7833,-92.7503,10.16,71,100,4.12,CA,1684449017
397,gourcy,13.2167,-2.35,31.51,48,100,5.7,BF,1684449017
398,callao,-12.0667,-77.15,23.73,68,100,4.12,PE,1684448780
399,launceston,-41.45,147.1667,5.8,94,32,3.6,AU,1684448906
400,puerto princesa,9.7392,118.7353,26.99,83,40,2.06,PH,1684449018
401,ulladulla,-35.35,150.4667,11.41,62,46,1.95,AU,1684449018
402,nema,57.5067,50.5011,9.7,65,3,2.19,RU,1684449018
403,fortuna,40.5982,-124.1573,17.74,86,75,6.17,US,1684448777
404,acarau,-2.8856,-40.12,26.13,86,63,4.64,BR,1684449019
405,siwa oasis,29.2041,25.5195,22.45,27,0,4.97,EG,1684449019
406,saldanha,-33.0117,17.9442,10.03,80,23,5.25,ZA,1684449019
407,hartford city,40.4511,-85.37,23.51,37,2,0.89,US,1684449020
408,phayakkhaphum phisai,15.5163,103.1937,28.29,54,78,3.91,TH,1684449020
409,hasaki,35.7333,140.8333,23.45,80,100,7.72,JP,1684448785
410,tokar,18.4254,37.729,28.57,77,2,2.88,SD,1684449020
411,nelson bay,-32.7167,152.15,12.78,87,94,5.81,AU,1684449021
412,singaraja,-8.112,115.0882,25.19,78,90,1.4,ID,1684449021
413,watertown,42.3709,-71.1828,19.12,34,0,8.23,US,1684449021
414,valle de la pascua,9.2155,-66.0073,33.28,38,99,3.21,VE,1684449021
415,kerema,-7.9631,145.7785,25.07,92,100,0.55,PG,1684449022
416,daru,-9.0763,143.2092,26.05,86,100,7.07,PG,1684449022
417,taoudenni,22.6783,-3.9836,30.37,11,28,4.64,ML,1684448989
418,castillos,-34.1667,-53.8333,15.61,91,8,3.06,UY,1684449022
419,luganville,-15.5333,167.1667,27.64,76,40,3.19,VU,1684448915
420,tolanaro,-25.0319,46.9987,20.04,94,20,3.09,MG,1684449023
421,hammerfest,70.6634,23.6821,6.25,65,75,4.63,NO,1684448783
422,saint-joseph,-21.3667,55.6167,23.21,81,10,1.61,RE,1684449023
423,laminusa,5.5549,120.9136,28.48,71,100,1.74,PH,1684449023
424,mwene-ditu,-7.0,23.45,21.5,71,24,1.34,CD,1684449023
425,palmer,42.1584,-72.3287,18.21,30,20,5.14,US,1684449023
426,arinos,-15.9169,-46.1056,20.68,36,0,1.56,BR,1684449024
427,morozovsk,48.3539,41.8261,14.67,64,30,3.52,RU,1684449024
428,mora,11.0461,14.1401,34.64,29,100,0.9,CM,1684449024
429,kiunga,-6.1219,141.2906,23.62,100,100,0.22,PG,1684449024
430,el colomo,19.05,-104.25,28.99,54,71,4.76,MX,1684449024
431,katabu,-4.9333,122.5167,24.96,89,95,2.05,ID,1684449024
432,howrah,22.5892,88.3103,28.0,78,40,2.57,IN,1684449025
433,vilyuchinsk,52.9306,158.4028,4.15,97,100,3.34,RU,1684448852
434,menaka,15.9182,2.4022,34.4,30,100,4.53,ML,1684449025
435,yar,58.249,52.1026,9.78,65,1,2.44,RU,1684449025
436,pea ridge,38.414,-82.3199,25.9,64,75,0.89,US,1684449025
437,naze,28.3667,129.4833,22.51,87,53,4.67,JP,1684449025
438,pascagoula,30.3658,-88.5561,30.03,63,0,3.56,US,1684449025
439,ust-tsilma,65.441,52.1498,13.74,85,47,2.85,RU,1684449026
440,batticaloa,7.7102,81.6924,25.85,84,22,2.28,LK,1684449026
441,afaahiti,-17.75,-149.2833,28.92,85,93,7.8,PF,1684449026
442,madang,-5.2246,145.7966,25.54,88,100,0.96,PG,1684449026
443,conduaga,8.862,117.4893,27.39,76,99,1.77,PH,1684449026
444,scarborough,54.2797,-0.4044,12.87,83,86,3.58,GB,1684449026
445,kushalnagar,12.458,75.959,21.31,89,16,1.74,IN,1684449026
446,den burg,53.0542,4.7972,9.98,78,95,6.69,NL,1684449026
447,bikin,46.8161,134.26,16.17,46,5,1.62,RU,1684449026
448,balabac,7.9868,117.0645,28.13,79,94,2.98,PH,1684449027
449,fort mcmurray,56.7268,-111.381,21.77,28,0,1.54,CA,1684448728
450,ihosy,-22.4,46.1167,15.8,66,2,1.02,MG,1684449027
451,vittorio veneto,45.9767,12.3033,17.23,67,99,0.9,IT,1684449027
452,inhambane,-23.865,35.3833,22.51,92,60,4.35,MZ,1684449027
453,boa vista,2.8197,-60.6733,27.99,78,75,2.57,BR,1684448802
454,dori,14.0354,-0.0345,32.46,40,100,6.18,BF,1684449027
455,nova sintra,14.8667,-24.7167,20.88,78,91,7.99,CV,1684448809
456,aliveri,38.4167,24.0333,18.01,91,86,3.17,GR,1684449028
457,sandnessjoen,66.0217,12.6316,9.8,78,100,0.89,NO,1684449028
458,belyy yar,53.6039,91.3903,-1.06,74,0,1.0,RU,1684449028
459,agat village,13.3886,144.6585,29.64,82,40,4.63,GU,1684449028
460,tidjikja,18.5564,-11.4271,30.56,21,19,4.47,MR,1684449028
461,freetown,8.484,-13.2299,27.11,85,51,4.88,SL,1684449029
462,valparaiso,-33.0393,-71.6273,17.78,73,0,6.17,CL,1684448925
463,correntina,-13.3433,-44.6367,24.41,49,27,1.12,BR,1684449029
464,arteche,12.2645,125.4048,25.49,91,100,1.83,PH,1684449029
465,treinta y tres,-33.2333,-54.3833,17.51,75,0,1.9,UY,1684449029
466,necochea,-38.5473,-58.7368,12.97,83,0,0.7,AR,1684449029
467,tubarjal,30.4999,38.216,20.29,52,31,8.47,SA,1684449029
468,abadiania,-16.2042,-48.7069,16.8,63,0,2.1,BR,1684449030
469,tahoua,14.8888,5.2692,32.55,31,96,4.1,NE,1684449030
470,horqueta,-23.3428,-57.0597,20.69,69,1,2.4,PY,1684449035
471,ivanava,52.1451,25.5365,8.75,95,100,4.22,BY,1684449035
472,ambodifotatra,-16.9833,49.85,25.97,79,81,3.63,MG,1684449035
473,gloversville,43.0528,-74.3438,17.88,44,0,3.6,US,1684449035
474,menongue,-14.6585,17.691,15.68,45,24,1.98,AO,1684448967
475,kita,13.0349,-9.4895,31.97,42,65,1.83,ML,1684449035
476,shalkar,47.8288,59.6258,12.38,77,64,2.32,KZ,1684449036
477,abadeh,31.1608,52.6506,19.57,22,100,2.67,IR,1684448777
478,puerto cabezas,14.0351,-83.3888,30.98,79,20,3.09,NI,1684449014
479,piatykhatky,48.4133,33.7106,12.82,84,44,3.93,UA,1684449036
480,ceeldheer,3.8488,47.1806,26.75,87,76,6.39,SO,1684449001
481,cannonvale,-20.2833,148.7,20.66,48,0,3.66,AU,1684449036
482,yigo village,13.5361,144.8886,28.74,77,40,6.69,GU,1684449036
483,seguin,29.5688,-97.9647,32.49,55,40,4.12,US,1684449036
484,torokszentmiklos,47.1833,20.4167,12.03,94,0,4.12,HU,1684449037
485,san juan del sur,11.2529,-85.8705,34.12,62,40,0.0,NI,1684449037
486,afif,23.9065,42.9172,23.64,47,87,7.74,SA,1684449037
487,yakeshi,49.2833,120.7333,15.97,19,100,9.44,CN,1684449037
488,alo,7.4178,6.7371,26.17,85,90,1.35,NG,1684449037
489,lazaro cardenas,17.9583,-102.2,30.67,58,22,5.93,MX,1684448810
490,walvis bay,-22.9575,14.5053,13.38,93,0,3.6,NA,1684449037
491,potosi,-19.5836,-65.7531,8.23,35,0,2.98,BO,1684449037
492,natal,-5.795,-35.2094,24.36,100,75,5.14,BR,1684448834
493,celestun,20.8667,-90.4,28.72,72,0,6.56,MX,1684449038
494,muisne,0.6,-80.0333,26.5,85,100,4.55,EC,1684449038
495,lensk,60.7253,114.9278,5.73,70,86,2.5,RU,1684449038
496,yelizovo,53.1873,158.3805,4.08,100,100,3.13,RU,1684449038
497,mantua,45.1667,10.7833,17.58,79,100,0.89,IT,1684449038
498,grenada,37.1882,-3.6067,13.2,75,0,1.54,ES,1684448893
499,magadan,59.5667,150.8,5.85,99,100,4.0,RU,1684449038
500,volterra,43.4003,10.86,14.13,96,100,1.59,IT,1684449039
501,bor,56.3567,44.0669,10.96,62,84,1.44,RU,1684449039
502,subaykhan,34.8544,40.6083,23.84,36,100,7.52,SY,1684449039
503,novyy urgal,51.0736,132.5642,11.06,60,5,0.45,RU,1684449039
504,okhotsk,59.3833,143.3,2.93,82,100,2.78,RU,1684449040
505,puerto aysen,-45.4,-72.7,5.81,99,100,1.9,CL,1684449040
506,gargalianoi,37.0667,21.6333,16.86,86,76,3.38,GR,1684449040
507,porto novo,6.4965,2.6036,25.9,87,91,2.61,BJ,1684449040
508,zijinglu,34.76,112.9714,22.38,63,3,0.63,CN,1684449040
509,ekpoma,6.7421,6.139,23.15,92,85,2.63,NG,1684449040
510,jwaneng,-24.6004,24.7303,15.29,36,51,4.86,BW,1684449040
511,quatre cocos,-20.2078,57.7625,23.94,82,7,1.97,MU,1684449040
512,tabuk,17.4189,121.4443,25.81,83,36,1.41,PH,1684449041
513,north battleford,52.7834,-108.2847,16.89,21,0,3.6,CA,1684449041
514,ramhormoz,31.28,49.6035,28.85,19,99,1.88,IR,1684449041
515,vilhena,-12.7406,-60.1458,23.1,79,29,1.53,BR,1684449039
516,polyarnyy,69.1989,33.4478,1.42,78,56,2.86,RU,1684448881
517,holualoa,19.6228,-155.9522,25.91,78,40,4.12,US,1684448785
518,gorontalo,0.5412,123.0595,25.12,91,51,1.01,ID,1684449041
519,bim son,20.0781,105.8603,26.86,79,13,1.64,VN,1684449041
520,sao gabriel da cachoeira,-0.1303,-67.0892,25.65,84,99,1.27,BR,1684449041
521,ciudad barrios,13.7667,-88.2667,29.76,54,73,2.29,SV,1684449041
522,camiri,-20.05,-63.5167,24.88,65,40,0.0,BO,1684449042
523,ulsteinvik,62.3432,5.8487,13.28,72,100,2.24,NO,1684448781
524,el granada,37.5027,-122.4694,24.97,70,75,7.72,US,1684449042
525,arkhangel'sk,64.5401,40.5433,7.12,78,46,2.92,RU,1684448995
526,villefontaine,45.6125,5.1456,12.7,71,0,1.54,FR,1684449042
527,dalandzadgad,43.5708,104.425,1.76,26,0,11.29,MN,1684449042
528,emmett,43.8735,-116.4993,30.09,34,0,1.72,US,1684449042
529,isla mujeres,21.2311,-86.731,30.09,72,45,5.08,MX,1684449042
530,bosaso,11.2842,49.1816,30.62,70,48,1.63,SO,1684449042
531,vegueta,-11.0231,-77.6431,22.12,78,31,5.75,PE,1684449043
532,griffith,41.5284,-87.4237,25.21,34,0,2.06,US,1684449043
533,korla,41.7597,86.1469,22.74,25,86,3.68,CN,1684449043
534,linguaglossa,37.8432,15.1388,13.47,70,43,1.2,IT,1684449043
535,chasong,41.4608,126.6414,16.63,54,14,0.43,KP,1684449043
536,wenling,28.3669,121.36,19.25,91,92,2.48,CN,1684448973
537,ad darb,17.7229,42.2526,32.05,56,63,0.85,SA,1684449043
538,winnipeg,49.8844,-97.147,9.49,73,100,10.29,CA,1684448893
539,cobija,-11.0267,-68.7692,32.1,66,20,1.54,BO,1684449043
540,hobyo,5.3505,48.5268,27.46,87,26,8.32,SO,1684449044
541,vryburg,-26.9566,24.7284,9.91,50,1,2.49,ZA,1684449044
542,zag,46.9441,99.165,-4.06,34,1,5.64,MN,1684449044
543,liuduzhai,27.3661,110.935,22.89,83,31,0.91,CN,1684449044
544,tucurui,-3.7661,-49.6725,24.94,94,98,1.13,BR,1684448884
545,karratha,-20.7377,116.8463,19.47,31,0,5.94,AU,1684449049
546,warmbaths,-24.8833,28.2833,14.7,74,12,1.38,ZA,1684449049
547,al buraymi,24.2509,55.7931,33.68,16,0,2.57,OM,1684449049
548,massaguet,12.4755,15.4365,33.74,31,100,2.39,TD,1684449049
549,labytnangi,66.6572,66.4183,8.54,81,100,3.96,RU,1684449050
550,palmas,-10.2128,-48.3603,28.93,74,40,1.03,BR,1684449050
551,conde,-7.2597,-34.9075,25.7,94,40,1.54,BR,1684449019
552,new toronto,43.6002,-79.5053,15.58,41,0,5.66,CA,1684449050
553,kudahuvadhoo,2.6708,72.8944,27.91,75,26,1.16,MV,1684448784
554,sale,34.0389,-6.8166,15.97,100,92,0.0,MA,1684449050
555,san patricio,28.017,-97.5169,31.4,56,56,5.6,US,1684449050
556,quellon,-43.1167,-73.6167,8.14,87,100,5.14,CL,1684448799
557,lerwick,60.1545,-1.1494,9.0,92,100,5.42,GB,1684449051
558,haiku-pauwela,20.9219,-156.3051,29.01,51,40,7.2,US,1684448778
559,gejiu,23.306,103.1635,14.87,74,1,0.55,CN,1684449051
560,murzuq,25.9155,13.9184,27.97,12,74,6.92,LY,1684449051
561,rupert,42.6191,-113.6772,25.1,33,0,3.09,US,1684449051
562,al jawf,29.5,38.75,21.44,46,2,7.59,SA,1684449051
563,taksimo,56.3444,114.8794,8.45,63,91,1.12,RU,1684449051
564,nyurba,63.2842,118.3319,3.72,57,50,1.73,RU,1684449051
565,manali,13.1667,80.2667,30.05,82,11,6.4,IN,1684449051
566,namibe,-15.1961,12.1522,20.5,65,83,3.7,AO,1684448852
